start	end	text
0	20400	Welcome back. This week in Six Week Renew. It's our last week and I really want you guys
20400	25520	to use all of your skills together for this week's exercise. We are going to talk about
25520	33520	the concept of reward. So our exercise for today is to set up this jump course or a jump course
33520	41640	and we are going to start the horses with one jump first. One at a time both directions with
41640	47120	a reward in between and then we're going to build up to a full course. So we have two different
47120	54120	horses today. This one is a well-balanced horse that doesn't need a lot of adjustments but that
54160	60000	has more energy and fitness and the second horse is needing more help with balance,
60000	66400	has lots of energy and needs more breaks. So you're able to do this exercise at any level.
66400	71200	You can start with poles on the ground, you can move to small cavalettes or cross rails,
71200	77480	whatever your level is do it at that level of you and your horse. You can be starting in the trot
77480	83800	or the canter. The point is to find a way to reward the horse at the right time when they need the
83800	90360	reward. So here's our first break we have with this horse. We've gone a little bit both ways and
90360	96480	now we have a long walk stretch. You can tell this horse knows what to do on his break. He's
96480	102280	stretching out long, he's pumping his neck around and he's ready for the next jumping and gets
102280	109000	excited when he's ready to start again. So kind of stage two after you've jumped something maybe
109040	115200	like cavalette size would be to go to a bigger jump or a different one and jumping it again
115200	124800	one jump both ways and recognizing what kind of style is the horse asking for right now. Are they
124800	130840	happy to go forward? Are they feeling energetic? Use that. Are they feeling tired? Maybe you need
130840	138200	to instill more breaks in the horse. Are they feeling overzealous or overachieving? Maybe you
138200	144520	need to regulate how much they're jumping today and tell them that you might know better than
144520	150040	they do. This horse is quite eager to jump and so at the beginning here he's getting quite a few
150040	158000	breaks. The breaks might be very short maybe only 30 seconds to a minute and then we go back to the
158000	166440	fun part for this horse which is leaping and now he's doing a little combination. So this at this
166440	172440	point we recognize the horse is very excited to jump and he needs something to do. So now we've
172440	180760	built up into two longer combinations nothing too squishy the jumps are not too big and he's
180760	186760	just jumped a little course and now he's getting his break in a slightly different way. So you see
186760	193920	me candoring loosely and petting him for his break since he's so excited. This is a nice way for you
193920	202760	to reward the horse without having to kill their fire if they're very happy to do their job. So he
202760	209520	gets a little canner break there and then he begins a little bit of jumping. Again single fences to
209520	239240	double fences. At this point he's jumped quite a bit so it's important to give the
239240	244320	physical body of the horse a little bit of a longer break. Mentally he's very excited he's
244320	250320	happy that he got to jump several fences in a row and that's part of our jobs as riders as coaches
250320	256440	of the horses to be sure we're reading them and we're taking into account what they say. If this
256440	261920	horse is excited to go and do his work we don't want to take that from him but if he's jumped a
261920	271440	few fences and we've noticed that it's been an effort then we want to give him a longer break
271440	277520	for his physical body to catch his breath but also for his muscles to let down so that the next set
277520	283640	of jumping just like you would do in your own exercise is better with better form and better
283640	290200	clarity. So now that we're done our long break there with this horse we're able to go again and
290200	293760	potentially do maybe a full course or a half course.
320200	337160	So you can see there after he's done his full course there now we can really reward him he's
337160	343960	receiving the pets you can see his ears are up his expression is loose his tail is swinging these
343960	350160	are all indication the horse is very happy with themselves. Make sure you read your animal listen
350160	357980	to them and understand what they need as far as reward. Horses love to be rewarded for an effort
357980	366720	they're making a physical motion they're making or even just a mindset they might have. So now
366720	375080	moving on to this horse this horse typically likes to do shorter versions of work every day
375080	383640	and not too many breaks because she loses her mental focus. So we'll see what kind of physical
383640	394960	rewards we can give this horse while still playing by her rules of her most her best way mentally.
394960	404160	So we're always going to start out with setting this horse up if your horse is like this you're
404200	410680	going to spend time between the fences you might ride your course with say a circle or several
410680	416480	circles between fences to set up the physical anatomy of the horse for better jumping technique.
416480	423760	So for example here the horse is going to do a circle to set itself on the on the left hind leg
423760	430240	and you can see she's struggling with that so she needs to have find her flat work between fences and
430640	439000	us as riders need to allow that to happen and reward them in between. So we might be
439000	452840	jumping less fences with this horse and getting more accomplished. Here we see that set up a
452840	464960	little more closely with the right hind coming underneath her. Another common setup that horses
464960	471320	might need is just simply outside flexion after the fences they need to go into the outside aids.
471320	476720	So if you're operating on a level where you're just getting outside flexion after the fences
476800	482800	you're going to do the same program as this horse even though this horse has advanced to haunches
482800	489360	in to get her balance which is a little further along than just outside flexion. So if you're
489360	496160	less further along than that you might be circling and resetting your horse the same way that this
496160	503120	horse is going along and rewarding them for their setup and less and less rewarding them for the
503200	509680	jumping effort and more rewarding them for the setup of the jumps. So now this horse we have our
509680	515760	first little break and we give her still a little bit of something to do on her break since her
515760	524800	mental focus is wanting to remain present. If your horse is like this play by their rules they want
524800	530320	to stay focused they're not trying to be bad horses they're trying to tell you how they learn the best.
530960	537680	Beautiful job there on this horse. So now we've integrated to be able to do two fences in a row
538480	545520	and the horse is balancing beautifully landing and reclaiming their balance much better
546960	551920	all because of the work that we're doing after the jump. There you go perfect.
552480	562000	Again this horse does not appreciate being pet as much as the other horse so know your animal as
562000	567840	well. This horse doesn't want to be bothered by being pet she wants a voice command of saying
567840	577040	good girl or good boy if you have a boy and some horses don't want the distraction of being pet.
577440	582880	Other horses need the touch the physical touch of being pet so play around with that and make
582880	586800	sure that you're talking to the horse in the language that they speak already.
588400	596480	Beautiful job almost a full course with this horse already and a second break here and she's
596480	603440	actually relaxed into her second break physically even better so that tells you that the method
603440	609520	even better so that tells you that the method that I'm playing by her rules of keeping that
609520	616000	mental focus is working and there she told me that she was ready to go again she wants to maintain
616000	628000	her mental focus. Good and you can even see from this angle the the form over the fences is getting
628000	634640	better because of the style of communication I'm using for her to be able to ride her best.
640160	646080	Again there that reset of balance happens first from outside flexion and then haunches in.
646960	651600	I'm so excited to watch your videos and see the product of everyone learning to
651600	656240	communicate with their horse the way the horse wants to be communicated with.
